ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0160,Hookit,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Hookit+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0161,Hudle,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Analytics & Intelligence,India,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,100,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Hudle+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0162,IndiaSports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=IndiaSports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0163,INFLCR,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Sponsorship,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=INFLCR+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0164,JSW Sports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,India,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,75,Medium,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=JSW+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0165,Khelo India Digital,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Khelo+India+Digital+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0166,KIBI Sports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,India,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,100,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=KIBI+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0167,Koooh Sports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,India,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,75,Medium,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Koooh+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0168,KORE Software,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=KORE+Software+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0169,LeagueApps,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=LeagueApps+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0170,MarketPryce,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Sponsorship,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=MarketPryce+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0171,MaxPreps,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=MaxPreps+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0172,MOGL,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=MOGL+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0173,NCSA College Recruiting,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=NCSA+College+Recruiting+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0174,Next College Student Athlete,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Next+College+Student+Athlete+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0175,OGQ,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=OGQ+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0176,Opendorse,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Sponsorship,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Opendorse+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
